                                        The Restaurant - Description of the internal state
 Chef Waiter  Stu0  Stu1  Stu2  Stu3  Stu4  Stu5  Stu6   NCourse   NPortion                      Table
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
DSHPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          3         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC EJYML CHTWC CHTWC CHTWC CHTWC      3          4         4     2     3     5     1     0     6    
CLSSV WTFPT  CHTWC CHTWC EJYML CHTWC CHTWC CHTWC CHTWC      3          4         4     2     3     5     1     0     6    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          1         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          1         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          1         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          1         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC EJYML CHTWC CHTWC CHTWC CHTWC      1          2         5     3     4     1     0     6     2    
DSHPT WTFPT  CHTWC CHTWC EJYML CHTWC CHTWC CHTWC CHTWC      1          2         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC EJYML CHTWC CHTWC CHTWC CHTWC      1          2         5     3     4     1     0     6     2    
CLSSV WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          4         4     2     3     5     1     0     6    
CLSSV WTFPT  CHTWC EJYML CHTWC CHTWC CHTWC CHTWC CHTWC      3          5         4     2     3     5     1     0     6    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          2         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          2         5     3     4     1     0     6     2    
DLVPT APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          2         5     3     4     1     0     6     2    
DLVPT WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          2         5     3     4     1     0     6     2    
DLVPT WTFPT  EJYML CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          3         5     3     4     1     0     6     2    
DSHPT WTFPT  EJYML CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          3         5     3     4     1     0     6     2    
DLVPT WTFPT  EJYML CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      1          3         5     3     4     1     0     6     2    
CLSSV WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          5         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          5         4     2     3     5     1     0     6    
CLSSV APPST  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          5         4     2     3     5     1     0     6    
CLSSV WTFPT  CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC CHTWC      3          5         4     2     3     5     1     0     6    
